時間戳記,檔案版本,暱稱,縣市區,路名（區域）,數量,派送時間,發送狀況,備註,已整理過請打勾
2014/4/27 下午 10:51:38,"服貿x醫療,醫療漫畫版,服貿如何影響我們的醫療產業",Lambo,大同區,"(1)哈密街39巷,63巷,59巷2弄&38弄(2)重慶北路三段295巷,313巷,335巷(3)酒泉街MOS那條",400,2014/04/24&26,"一切順利!!!
不過晚上10點後的小巷子有點恐怖XD

得到理髮店老闆娘許可
順利將漫畫版的傳單放在櫃台上
不過起初她知道是服貿傳單後
本來有拒絕~以為跟政黨有關
但後來發現是醫療方面的傳單
就許可了!!!(耶)","煩請協助將790篇刪掉,還在填但不小心送出去...,謝謝!!!",
2014/4/28 上午 2:28:49,第4版健保繳納&工作權雙面,珍誼,高雄市前鎮區,金鑽夜市&凱旋夜市,500份,04/27/2014,"1.今天發放的是總部第4版健保&工作權的文宣，
任務過程還蠻順利的，沒有遇到刁難或挑釁。
(但陸客好多，要稍微觀察一下對象再發)
2.凱旋跟金鑽夜市人潮高峰約在晚間6-8點，
之後約任務可以考慮約6點或7點。
因幅員廣大，且沒有統一的出入口，
這次任務分成3個小組，
一組發金鑽夜市(有座位的地方&公廁前)，
一組發凱旋夜市有座位的地方&出入口定點，
一組在凱旋夜市沿路發放&公廁前定點。
3.有小蜜蜂建議可以整合高雄地區的發放進度，
看看有哪些地區需要加強。
偏遠地區如旗山、美濃、大樹之類的地方，
因地廣人稀，是否考慮與當地團體合作，舉辦小講座?",,
2014/4/28 上午 7:27:26,監督條例比較版 ,笛兒,新北市,延平街21-82號,目測200,4/28/2014 AM5:50,小雷殘,"有些信箱沒有『信箱門』！

建議垂直對折一下再發，不然會掉下去，真的不好發就別丟了。

也只會被當資源ｏｒｚ",
2014/4/28 上午 7:31:51,監督條例比較版 ,笛兒,新北市,延平街21-82號、延和路105巷6弄、延和路105巷9弄、延平街33巷,"一千份,目測350",4/28/2014 AM5:50,小雷殘,"有些信箱沒有『信箱門』！

建議垂直對折一下再發，不然會掉下去，真的不好發就別丟了。

也只會被當資源ｏｒｚ",
2014/4/28 上午 8:34:22,Bee140422W,菖蒲,台北市士林區,大東路1~32--1號,100,04/28/2014,,,
2014/4/28 上午 11:41:30,醫療+漫畫版監督條例,ㄇㄇ,基隆市,安和一街的三期六標(櫻花社區),約500份,2014/04/27,投遞信箱，全部發送完畢,,
2014/4/28 下午 1:35:58,服貿對看病有什麼影響,Y&H,彰化縣和美鎮,和東國小周遭、菜市場週邊,400,04/23/2014 ,信箱為主、醫院機車,,
2014/4/28 下午 2:54:52,Bee140409M醫療版+服貿對看病有什麼影響 (單面),,台北市南港區,南港區公所7F,10張左右,20140428,"早上趁去區公所辦事情偷偷塞了幾份在放傳單的櫃子裡面
因為是偷塞的所以其實蠻緊張的
",,
2014/4/28 下午 3:24:51,服貿對看病有什麼影響？,羊咩,台北市中正區,晉江街、汀州路二段,500份,4/22,大約晚上12點發送，兩個人一起進行，沒什麼人看到，發到一半就下雨了只好下次繼續。,,
2014/4/28 下午 6:34:08,勞工權益+健保繳納+核四公投連署書(雙面版),咪祿,彰化縣花壇鄉,虎山街371巷,100,04/27/2014,早起來塞信箱，一切順利。,連續三個禮拜都是發自家附近而已，都沒有往外擴散，好像只侷限在某一個區域，感覺有些無力。,
2014/4/28 下午 7:32:00,bee140415H-房價,beebee,新北市蘆洲區,長安街到中原路交口,100,04/28/14,,,
2014/4/28 下午 8:45:33,兩岸協議監督條例比較（漫畫版）（彩色雙面）,Pakino,台中市南區,忠孝路到信義南街（零散）,100,4/28/2014,原本想要拿一些去國光路上的小兒科放，但是碰了軟釘子（也可能是我太唐突了），這裡大多是連排的透天住家，有時候會找不到信箱，所以發得很散,回家的路上遇到野生的小蜜蜂>////<,
2014/4/28 下午 9:20:32,Bee0415H-房價版,奏一,台北市,安泰街63~67巷,50(大約),04/25/14,將近十戶信箱內塞滿DM(而且多到文宣塞不進去)，推測可能沒住人了。,,
2014/4/29 上午 12:59:34,服貿對看病有什麼影響,judi,台北市士林區,和豐街到福港街244.262.272.280巷,兩三百,04/21/2014,附近是住宅區所以很容易就塞信箱塞完了，不過有些被塞爆的信箱就跳過了,沒有什麼太大的困難但時不時都覺得被路人投以異樣的眼光...,
2014/4/29 上午 10:15:46,Bee140422W ,菖蒲,台北市士林區,大東路32號~66號,40,04/29/2014,塞信箱,"抱歉我昨天的數量打錯了!!!!!應該是發了20份才對,因為印了100張所以我就填了100,真的是非常抱歉!!!!!!",
2014/4/29 上午 11:04:06,國安,宜蘭蜂,宜蘭市,農權路二段7巷&21巷,50,4/28~29/2014,,,
2014/4/29 下午 2:24:42,bee140405,十字蜂,台中市北區,大德街165巷、健行路,100,4/29/2014,投入信箱，無遇到阻礙,這次用手拿的袋子，很不好拿，真的要學郵局用背包比較好用,
2014/4/29 下午 2:48:32,自由時報專刊,sSY,台北市,光輝路78巷、光輝路70~100號,80,4/28/2004,投信箱,尚可,
2014/4/29 下午 3:52:04,服貿到底干我什麼事/圖解兩岸協議監督條例,吉魯,台北市松山區,健康路、延壽街,200,2014/04/28,投信箱，爆信箱不投。,果然折三折之後好投很多...投信箱的速度比之前快三倍!,
2014/4/29 下午 3:48:50,服貿十問,吉魯,台北市中山區,玉門街,200,2014/04/27,仿聲鳥快閃之後留下來發文宣。,基本上坐著吃東西或是正在排隊的人比較願意收下文宣，在走路、移動的大多都不會收，長輩們相較於年輕人也比較不會收。,
2014/4/29 下午 3:56:05,小蜜蜂Bee140405v2+圖解兩岸監督條例,野味川,苗栗縣造橋鄉,育達科技大學,約150張,04/29/2014,"因為自己在這邊讀書發現大家都不太了解服貿議題，甚至是默不管事，但還是默默地全部各年級各班的櫃子都放進去了。
希望上百的班級至少有三分之一的人會認真看完倒是真的。

",感覺折文宣發現到可以快速折好又漂亮的技巧後，會折上癮。,
2014/4/29 下午 4:03:50,第四彈(勞工權益),塵,桃園縣龜山鄉,文化二路34巷及14弄,200,04/26/2014,這附近大廈住戶多，信箱是集中式、且有外露，投遞頗為方便，200份一下就發完了,,
2014/4/29 下午 7:05:03,服貿醫療雙面版.pdf · 版本 1,楊雅勳,台北市中山區,民族東路-新生北路-民權東路-吉林路(街廓),1200,04/27/2014,已經投遞區內所有住宅信箱,大家加油,
2014/4/29 下午 8:00:02,房價版,,北市內湖,安泰街45.51.53巷49巷部分,約200,04/29/2014,,,
2014/4/29 下午 8:00:59,醫療,,北市內湖,安泰街1~31號,70左右,04/29/2014,,,
2014/4/29 下午 8:13:50,服貿到底干我什麼事+圖解兩岸協議監督條例(民間/政院),B,台北市中正區,連雲街 28 ~ 79 號,90,04/29/2014,發至信箱，無異狀,,
2014/4/29 下午 8:57:00,圖解兩岸監督條例+服貿到底干我甚麼事,bee8059,新北市三重區,文化南路,200,103/04/29,"從捷運台北橋站，延文化南路，塞信箱
很順利，一下就發完了
200張大概只能發4條路左右","三和夜市這邊人很多，希望能有人作伴，可以一起在路口發&宣傳
自己一個人不敢....",
2014/4/29 下午 10:11:09,反服貿=反開放？,月,平鎮,中豐路山頂段406巷到建龍街,50,04/29/103,門口有人或找不到信箱就沒有發,"有狗的地方很可怕QQ
然後巷子都暗暗小小的，一個人其實蠻害怕的
可能因為晚上，所以好像大家都會看你在做什麼有點可怕",
2014/4/29 下午 10:21:43,Bee140422-W,Iris,台北市士林區,福港街129巷,約30份,4/29/2014,投信箱，很easy~,,
2014/4/29 下午 11:13:04,圖解兩岸協議監督條例/服貿干我什麼事雙面彩色版,cacabeast,台北市士林區,士東路266巷、3、5、6、9、11、12、16、20弄//士東路266巷、3、5弄,700,04/29/2014,幾乎沒有大樓~,"．慵懶舒服的天母v(￣︶￣)y
．比起來 男生晚上是方便多了 最大的敵人可能是狗屎XD",
2014/4/29 下午 11:40:55,服貿醫療Q&A、兩版監督條例比較,眼睛,台北市中山區,建國北路二段258巷、民權東路二段152巷6弄,共150份,04/29/2014,晚上塞信箱，狀況還好。,人口比想像中的多。,
2014/4/29 下午 11:46:06,為何要先立法再審查 漫畫版及民間版政府版監督條例比較（兩份一起發）,bubu,內湖區,康寧路三段189巷,各兩百份,4/16/2014,,,
2014/4/30 上午 12:37:23,兩岸協議監督條例民間版VS政院版,虫工,台中市西區,五廊街至金山街,100份,04/29/2014,投遞信箱,"以為是一般公寓正要投遞時，才發現有管理員透過監視器監視著，並透過對講機請我離開(應該是不給投傳單)，有點嚇到
第一次出任務份數太少了><下次會再增加",
2014/4/30 上午 1:35:28,bee140409,fay,中壢,萬能及天晟醫院,10,2014/4/29,貼學校及醫院的廁所，原本準備30份結果只貼了10份@@,"家裡住學校附近，感覺私校技職校院是""出關播種""策略裡很難打入的一群，學生間也沒什麼反應，看到先前有蜂友貼廁所覺得是不錯的方法，雖然是偷貼但至少會讓孩子們注意到，不過實際去貼時其實有點怕怕的，結果只貼了10份而且只有女廁，之後要再加油點",
2014/4/30 上午 4:24:50,Bee140405B-W,蜂起,台北市文山區,木新路三段219號~417號.45巷10弄.樟新街6巷.一壽街,250,2014/04/28,,,
2014/4/30 上午 6:14:01,Bee140405B-W,蜂起,台北市文山區,樟新街2~30號.8巷(+5弄).32巷.48巷.56巷,200,2014/04/30,,,
2014/4/30 上午 9:30:08,關於服貿 你需要知道的原貌,Hung,基隆,武嶺街台北大國社區、基金一路,500,4/26/2014,優良!,,
2014/4/30 上午 10:26:00,Bee140422W,菖蒲,台北市士林區,大東路66號~144號,40,04/30/2014,塞信箱,,
2014/4/30 下午 2:19:29,Bee140409-M，Bee140409,Jen Ting,新北市新莊區,新莊捷運站,175,04/30/2014,在捷運站的Upaper內夾報紙，在報紙放置處附近拿一疊邊夾邊放，但在約半小時後被站務人員發現而被制止。,"建議兩人分工，一人夾報一人去取放報紙，或是直接將一整疊報紙先拿到離服務站遠的地方一次夾完。
人潮拿報紙時間約早上7點半-9點，因此建議早上7點去夾",
2014/4/30 下午 6:09:32,Bee140409M醫療版+服貿對看病有什麼影響 (單面),阿j,台北市南港區,成德市場後面一大區+忠孝東路六段加油站至萊爾富,200,20140430,"忠孝醫院裡面我也有偷放一些
而忠孝醫院旁邊的郵局那區
信箱更集中更好發，
不過傳單已經發完了..","這次不知道為什麼...
明明就是在做對的事
怎麼覺得做起來偷偷摸摸的
有點彆扭...",
2014/4/30 下午 6:10:36,醫療、健保、國安、為何先立法再審查?,冰,台南市東區,大鵬新城(怡東路150巷、東興路199巷)一帶,醫療、健保各200，另外兩種各100,4/28/2014,投信箱，此社區外籍看護多，所以主打醫療部分；社區附近的住戶投國安,,
2014/4/30 下午 7:13:42,通訊。房價。兩岸監督條例,Rowng,台北市中山區,興安國宅,各100份 共計300,04/30/2014,國宅超集中。很好發。,尚欠棟13。15。未發。但已無DM下回多準備些,
2014/4/30 下午 9:14:41,Bee140422-W,Iris,台北市士林區,前港街58巷、前港街58巷1弄,約50份,4/30/2014,丟信箱，算順利,,
2014/4/30 下午 10:42:30,反服貿=反開放？,月,桃園縣平鎮市,湧光路280巷到328巷  自由街45巷到129巷,250,04/30/2014,投信箱跟夾門把，遇到路人發送,"很順利，不過遇到狗還是很害怕
很多人都投以辛苦了的眼光，很甘心",
2014/4/30 下午 10:45:40,"Bee140415C,Bee140415H",Bee>Z,台北市士林區,中正路187巷、201巷、213巷、223巷,200,04/30/2014,,,
2014/5/1 上午 12:57:56,服貿干我甚麼事+圖解兩岸協議監督條例,bee8059,新北市三重區,文化南路47巷+福裕街,250,04/30/2014,住戶很密集，250份兩條街就發完了,,
2014/5/1 上午 2:48:17,圖解兩岸協議監督條例/Bee140415-C,shini,新北中和,景平路159巷,約200,4/30/2014,投遞信箱,人口密集區  ...半條街都不夠投遞QQ  看來需要更多DM...,
2014/5/1 下午 12:35:31,第四彈 勞工及健保,Vivi,南港,研究院路2段2巷到中研公園,1800,4/30/2014,"11點開始發好處是沒什麼人
下雨比較麻煩而已",,
2014/5/1 下午 6:01:58,健保繳納,bee04,新北市土城區,金城路三段(延壽路到延和路),200,5/1/103,正常無異狀,投信箱為主,
2014/5/1 下午 9:37:27,監督條例(Bee140405)&看病成困難大事(Bee140409-M),橘子醬,新北市板橋區,溪崑二街16、22、56、66、73巷,154份,2014/5/1,投遞信箱,"下雨天反而沒什麼路人,發放順利",
2014/5/1 下午 9:57:36,"第四彈文宣 - Bee140422-W - 勞工權益 , 第四彈文宣 - Bee140422-M - 健保繳納",Vincent,台北市南港區,重陽路至環東大道之間的大樓&公寓,1000,5/1/2014,大樓每一棟的信箱很集中，一棟可發100份算很好發，公寓的信箱口很小不太好投,,
2014/5/1 下午 10:13:59,服貿十問,莎拉,台中市大里區,大里區,1000分,04/27/2014,主要是針對住宅區整排的別墅或大樓信箱投遞［服貿十問-為你而問］的文宣，另外也將［消費者如何拯救台灣農業］的漫畫本放置在各大速食店(麥當勞摩斯漢堡85度C等)的報架,,
2014/5/1 下午 10:33:23,服貿對看病有什麼影響+Bee140409,showyuhkimo,彰化秀水鄉,秀水高工+秀水國小+秀水國中的附近社區住宅,500,4/27/2014,"一、只投入有郵箱的住戶
二、面對住戶保持微笑，點頭示意照常投郵箱
三、遇到路人、機車族觀望，偽裝自己是派報生
四、目前無遇到民眾主動跟我攀談
五、遇到熟人則點頭示意，繼續發派
","目前遇到最麻煩的是文宣張數不夠，
贊助的經費斷斷續續，偶爾自己貼個500、1000
但仍沒辦法提供蜂巢伙伴足夠的張數發派。
",
2014/5/1 下午 11:08:08,勞工權益&健保繳納,小喬,台北市中山區,吉林路299巷&吉林路315巷&吉林路329巷&,400,2014/5/1,"清晨的時候發,很順利",清晨發完直接吃早餐,
2014/5/1 下午 11:19:28,"第四彈文宣 - Bee140422-W - 勞工權益 , 第四彈文宣 - Bee140422-M - 健保繳納",王秋雯,台北市內湖區,東湖路106巷及東湖路106巷7弄、9弄,250,5/1/2014,東湖路106巷及東湖路106巷7弄、9弄,,
2014/5/2 下午 2:35:32,醫療三份、鳥籠條例兩份,Nana,高雄市,鼓山區青泉路、厚德路、正德路等,約100份,5/2/103,這邊是住宅區所以很安靜，很少遇到住戶待在外頭，就算有也不會多過問，有遇到真正的派報工讀人員，更增加膽量跟著投信XD，有遇到狗狗關在門內吼（但關在門內沒差），也有遇到狗狗根本不在乎（信失手掉到他旁邊也照睡不誤），整體來說非常順利，也希望有可觀正面後續成果,只是心裡偶會懷疑到底有沒有幫助，不過我想多少還是能讓某些人不那麼健忘持續到七合一選舉,
2014/5/2 下午 10:42:44,Bee140415C & Bee140415C (電信 & 房價版),Syuan,新北市中和區,景平路2xx號、和平街4x號附近,各100張,4/20/2014,投遞信箱,"這是第二次當小蜜蜂，這次有參考其他蜜蜂朋友的心得，注意到信箱塞很多單子就不投 (感謝各位~)，一樣很快就投遞完成。
當天下午還去參加台北車站的仿聲鳥活動，很開心。
希望島嶼能持續漸漸天光到台灣能一片光明。",
